name,adjoe,adjde,barthag,record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SIU Edwardsville",100.16951795092,114.40228376232,0.17830748072425,4–6,4,10,45.8,53.6,30.4,46.5,15.4,17.9,32,23.1,70.9,47.7,50.6,28.4,38.9,10.2,10.3,40,49.8,35.9,37.9,71.9,,,,2024,,,,-5,74.7,71.1
"Northern Colorado",105.12917837739,108.5794419106,0.40821229851428,5–5,5,10,54.9,50,25.8,27.5,15.5,14.6,23.6,26.5,68.4,56.8,52.4,34,30.8,6.8,6.5,49.8,50.9,32.4,38.3,69.7,,,,2024,,,,-3.9,74.3,75.3
Iowa,121.82002346939,104.38422020408,0.85524700902401,5–5,5,10,52.3,54.3,36.9,36.7,12.1,13.9,22.8,29,71.2,50.5,53,37.7,37.9,10.6,6.1,61.8,55.9,30.1,34.6,71.5,,,,2024,,,,0.4,76.3,68.7
"Florida A&M",87.08385070155,104.86042839878,0.10562541190089,2–8,2,10,46.5,44.3,32.5,34.1,23.2,17.5,25.6,34.4,69,47.4,45.3,29.5,27.9,8.6,10.5,54.3,41.9,28.5,29.9,68.5,,,,2024,,,,-7.4,70.8,65.6
TCU,112.06767,96.25627,0.85182926258846,4–6,4,10,45.8,52.6,35.2,40.5,18.5,19.2,36.6,28.8,69.9,42.6,53.9,35.2,33.3,9.6,11.5,57.3,55.9,31.6,35,70.2,,,,2024,,,,-0.8,76.3,73
"Middle Tennessee",103.39899298104,109.19344138768,0.34818054828674,6–4,6,10,48.1,48.2,44.1,31,18.3,13.7,24.4,30.5,68.4,42.3,47.4,37.1,33.5,7.4,11.6,49.3,43,43.3,28.6,67.5,,,,2024,,,,-2.1,75.9,75.8
Oregon,115.78199,99.97134,0.84402587658879,6–4,6,10,50.3,53.3,30.4,29.7,13.4,17.4,26.8,28.6,66.4,55.3,51.5,26.9,37.2,11.6,7.8,46.9,55,33.1,41.6,66.4,,,,2024,,,,1,75.7,73.7
Harvard,97.627638024706,105.02157597798,0.30162754027564,4–6,4,10,48.5,51,34.3,25.8,19.2,17.3,28.3,29.5,67.4,48.5,47.4,32.3,37.4,12.7,11.7,51.9,60.2,39.1,41.6,67.7,,,,2024,,,,-4.2,70.5,75.8
Florida,121.00233331253,101.72826240052,0.88030310839609,6–4,6,10,53.7,50.2,45,41.7,14.4,14,29.9,28.2,74.9,52.2,51.2,37.7,32,11.3,8.4,51.4,44,33.8,31.3,74.6,,,,2024,,,,0.5,76.1,76.7
"Saint Joseph's",110.22521,100.51346,0.74282254681678,5–5,5,10,50.5,49.1,28.6,24.4,17.4,16.2,28.7,26.6,66.4,53.4,50.4,31.7,31.2,9.8,14.9,57.3,48.8,49,35.2,67.5,,,,2024,,,,-1.6,70.5,80.3
"Saint Mary's",118.15382324863,95.943849399024,0.91641297523739,8–2,8,10,57.1,45.5,24.9,31.8,15,13.6,38.2,18,63.8,53.9,44.5,41.8,32,6.9,9.2,60,50.5,35.8,29,63,,,,2024,,,,0.6,64.9,75.6
"Texas A&M Corpus Chris",100.57381291667,101.49848875,0.47371227763545,7–3,7,10,49.2,45.7,34.2,39.9,17.2,18.4,34.2,25.7,69.3,50.1,45.9,31.1,30.2,7.6,8,52.2,43.4,27.7,34.2,68.8,,,,2024,,,,-2.4,75.2,67.4
"Ohio St.",114.1633,95.55031,0.88561730196686,7–3,7,10,51.7,47.4,36.8,32,16.6,15.6,30.5,27.3,70.9,50.5,47.1,36.1,32,12,7.7,54.2,54.3,32.1,35.9,69.9,,,,2024,,,,1.1,77.2,70.8
"Florida St.",113.71283412371,104.37317783505,0.72821614018178,4–6,4,10,51.5,55.1,36.3,36.3,15.9,20.2,27.8,37.3,70.9,53,52.7,32.2,39.4,11.3,8.9,44,49.6,31.2,36.9,70.9,,,,2024,,,,-1.1,74.6,73.8
"Seton Hall",113.273728107,96.348063894075,0.86543204728079,7–3,7,10,50.3,50.6,32.5,24.4,17.5,18.5,31.5,29.7,67.3,48.8,52.1,35.6,32.4,15,11.7,47.9,56,33.5,43.4,67.8,,,,2024,,,,1.6,77.1,79.2
"North Carolina",120.03373992676,92.11443786835,0.95454550137101,9–1,9,10,52.1,45.9,33.5,28.2,13.5,13.6,30.8,20.6,68.9,50.8,41.7,36.3,36.2,10.1,9.3,50.2,38.1,36.6,33.1,70.6,,,,2024,,,,3,76.5,71.3
"Houston Christian",99.933752726632,127.15341573907,0.058955976999843,1–9,1,10,48.1,57.9,41.3,30,18.9,13.2,30.4,33.2,71.3,48.1,58.2,32.1,38.2,4.7,10.6,41,47.5,31.8,32.4,71.5,,,,2024,,,,-7.8,68.2,77.2
Lehigh,101.14434023936,106.11687258865,0.36542065070599,7–3,7,10,50.3,49.7,32.2,26,15.6,18.1,21.8,21.8,66.6,48.5,50.8,35.6,31.8,8.2,12.3,49.8,48.2,37.5,37.7,68.8,,,,2024,,,,-2.2,77.1,66.4
Navy,96.252590838705,109.7003523137,0.18183982471041,5–5,5,10,44.6,47.3,33,30.9,16.1,16.4,33.6,29.3,63.1,43.3,46.2,31.4,32.8,7.5,11.1,53.8,52.6,33.9,35.2,65.8,,,,2024,,,,-4.5,70.4,74.3
"Santa Clara",107.3996704645,100.93055984991,0.67137931782944,5–5,5,10,48.9,48.2,33.2,32.7,17.7,13.4,36.6,21.8,69.4,51.7,50.1,29.6,29.4,6,7.1,54.5,44.4,37.9,32.5,68.9,,,,2024,,,,-2.3,72.5,70.3
"Loyola Marymount",108.73421124398,115.9952652267,0.32226256319414,2–8,2,10,52.6,55.1,21.2,26.2,15,10.8,27.4,29.4,64,49.6,52.8,38.4,39.4,7.2,10.1,44.7,54.3,37.2,36.2,62.9,,,,2024,,,,-5.5,70.7,68.8
Delaware,100.68690066156,103.03432303086,0.43412658024308,5–5,5,10,49.8,47.5,29.9,23.5,17.6,12.8,28.2,26.7,65.9,53.9,49.2,28.3,29.5,7.8,11.2,45,42,35.6,34.2,66.7,,,,2024,,,,-3.7,69.9,71.1
"Miami OH",92.482687281324,100.6305122695,0.27468289963467,4–6,4,10,46.8,47.5,26,24.4,17.2,19.6,23.5,30.8,67.9,43.3,47.6,34.3,31.6,11.1,10.1,57.1,46.2,43.2,37.8,68.2,,,,2024,,,,-5,69.8,72.4
"New Mexico",111.74478303,95.271135040816,0.8622544996361,6–4,6,10,46.2,46.4,29.8,29.1,12.8,15.7,34.9,26.9,69.5,48.1,47.9,27.7,29.3,15.4,9.8,48,54.3,29.8,40,71.7,,,,2024,,,,0,71.8,78.4
"Coppin St.",87.35033856903,117.4795435361,0.032050130432734,0–10,0,10,43.2,53.8,31.9,41.1,21.3,21.2,27.4,39.7,66.1,40.9,50.3,31.3,40.1,7.2,10.7,41.2,56.7,38.8,35.6,65.8,,,,2024,,,,-9.4,77.8,70.7
Temple,102.84216,101.12779,0.54818000309196,7–3,7,10,49,47.9,33.8,36.9,12.7,15.1,24.3,29.1,66.3,44.4,49.5,37.9,30.1,11.1,11.7,44.1,53.7,36.7,35.9,65.9,,,,2024,,,,-0.7,65.5,68.9
Monmouth,104.51784828759,111.41426938226,0.32413748698583,6–4,6,10,49.1,48.2,23.9,34.1,12.6,17.3,33.2,33.1,67.2,50.9,46.3,30.7,33.9,10.3,9,52,55.6,36.1,41.2,67.9,,,,2024,,,,-2.9,71.9,81.3
Southern,94.209164946808,105.75569882979,0.20923153959368,5–5,5,10,49.4,47.9,40.8,46.5,24.1,21.5,31.2,25.2,66.1,48.4,45.2,34,36.5,14.4,8.2,65.7,53.1,38.4,28.3,65,,,,2024,,,,-4.6,68.5,75.1
"Southern Miss",96.841373292016,106.37400495078,0.25356287327502,4–6,4,10,49,47.1,40.3,34.2,21.3,15.6,28.3,27.8,70.4,50.8,47.1,30.2,31.3,11.6,5.1,43.6,37.6,32.5,27.8,70.1,,,,2024,,,,-4.9,68.5,71.6
California,105.37505299674,102.8811986534,0.56842709001157,4–6,4,10,47.4,51.1,25.8,34.4,16,14.2,27.3,28.5,69.6,45.5,49.3,33.2,36.4,5.4,13.3,47,47.8,43.4,33.8,69.5,,,,2024,,,,-1.8,73.9,70.4
"Georgia St.",104.15954885109,111.00416144121,0.32477700187551,5–5,5,10,48.3,47.5,30.5,30.8,13.7,15.1,25.8,34.3,68.7,47.5,47.9,33.2,31.3,7.8,10.6,42.3,45.9,37.2,40,67.1,,,,2024,,,,-3.5,77,75
"Miami FL",104.59250195563,104.93968153342,0.49047381267748,0–10,0,10,46.4,54.8,18.6,26.4,16.4,15.4,27.6,31.4,66.9,44.9,50,32.2,40.1,8.6,10.9,52.3,61.3,43.3,47.5,67.1,,,,2024,,,,-5,64.3,70.3
Georgia,110.01493,97.02868,0.80915192617583,5–5,5,10,48.3,50.8,30.2,29.4,15,15.4,27,30.7,70.1,46.9,50.1,33.6,34.7,6.8,12.7,45.1,54.5,39.4,35.6,69,,,,2024,,,,0,68.6,71.3
"North Dakota",106.59816640628,107.98352830305,0.46294494564471,6–4,6,10,53.1,52.7,28.6,24.2,13.2,15.2,29.2,22.9,67.2,52.7,52.8,35.7,35,9.2,4.7,41.5,33.3,39.5,34.5,67.1,,,,2024,,,,-3.2,75,70.7
"Louisiana Lafayette",101.39177983601,105.09154426743,0.39839486007319,4–6,4,10,47.5,48.8,29.8,38.3,15.4,18.8,28.8,32.3,70.7,51.8,50.9,26.6,29.6,8.4,9.5,40.8,40.2,35.8,32.5,70.1,,,,2024,,,,-4.7,69.7,74.4
"Saint Louis",115.90215638298,116.11777468085,0.4946566729617,4–6,4,10,54.7,58.3,37.2,37,15.6,15.3,26.2,27.7,70.5,54,54.8,37.2,42,11.4,10.9,54.8,50.7,40.4,43.3,71.1,,,,2024,,,,-3.1,78.9,72
"Arizona St.",106.68660010855,101.59427753629,0.63701832900862,3–7,3,10,47.6,54.9,32.3,35.9,15.2,18,23.7,28,69.6,48.6,54.3,30.6,37.2,9.4,6.8,48.2,61.7,35.2,39.2,68.7,,,,2024,,,,-1.8,66.1,73.9
Iona,97.80134,111.65105,0.17901118454541,4–6,4,10,48.9,53.4,20.9,30.1,14.8,21.7,25.6,28.6,64.9,44.8,55.2,36.3,33.3,6.9,10,58.9,59.8,42,35.3,64.8,,,,2024,,,,-5.2,66.4,77.6
Stetson,108.53779102086,116.45578440214,0.30794326250742,7–3,7,10,52.7,53.9,39.8,25.5,14.4,14.4,27.9,32.7,68.2,52.5,53.8,35.2,36.1,9.5,7.3,41.8,43.9,37.1,35.4,67.7,,,,2024,,,,-1.6,76.9,74.7
Marshall,99.934793851512,108.69469923597,0.27562083388479,2–8,2,10,45.5,53.4,21,32.2,15.6,15.3,29.8,28.5,70.5,43.8,49.1,31.8,41.7,9.2,5.8,50,45,42.7,31.8,69.4,,,,2024,,,,-6,70.5,68
"Eastern Michigan",96.499089263879,108.21691053069,0.21116008842347,4–6,4,10,47.2,47.2,18.5,33.7,16.8,15.3,32.3,33.1,65.1,46.7,50.8,32,27.6,8.3,9.7,39.1,52.2,33,38.5,65.2,,,,2024,,,,-5,64.9,68.5
Niagara,97.864810869565,110.05794565217,0.20581650058668,4–6,4,10,51.4,51.2,36,31.6,19.8,16.7,21.5,24.8,66.6,52.7,49.9,32.6,36.4,6.3,8.2,53.4,43.9,35.8,27.6,66.9,,,,2024,,,,-5,72.4,72.3
Campbell,107.32905068518,117.67055828047,0.257714973681,3–7,3,10,55.4,55.3,33.2,20.9,15.2,14.2,23.5,31.1,68.6,52.9,54.2,39.4,37.8,5.5,11.3,54.6,52.3,40.2,44.4,69,,,,2024,,,,-5.3,72.3,75.2
Mercer,108.58374739069,111.15320682054,0.43316264422386,6–4,6,10,52,52.4,28.7,35.9,14,15.6,30.1,32.2,67.2,50.6,53,37.3,34.3,10.4,6.3,44.3,46.6,26.4,40.2,67,,,,2024,,,,-2.2,69.8,73.1
Lindenwood,90.264980666449,114.67827940059,0.059924079057921,2–8,2,10,41.9,55.3,36.6,37,16.2,18.8,24.3,28.6,67.1,41.8,53.5,28.1,39.2,7.3,12.3,36.9,48.5,30.1,33.6,67,,,,2024,,,,-7.2,73.1,73.4
"St. Bonaventure",111.49010204082,107.17414959184,0.61159661573653,6–4,6,10,52.4,53.4,39.6,31.9,16.9,18.7,25.2,30.5,65,49.9,51.3,38.1,37.4,12.6,9.2,50,63,35.1,43.3,64.7,,,,2024,,,,-1.7,77.5,70.9
"Oregon St.",107.78261592686,105.46412824614,0.56219454349548,2–8,2,10,50,54.6,27.2,31.2,16.6,16.9,25.7,29,65.1,50.7,54,32.4,37,10.1,7.4,44.9,55.7,34.1,39.5,64.9,,,,2024,,,,-4.1,77.3,70.5
Lipscomb,110.48286813103,118.07757536646,0.31766234712515,7–3,7,10,58,54.8,28.9,23,12.9,15.1,23.5,29.9,70.3,55.9,54,41.3,37.6,7.5,10.1,44.3,38.3,34.5,36.3,69.7,,,,2024,,,,-2.3,81.6,71.7
"Kennesaw St.",102.77405215967,116.74583284793,0.18757232872657,2–8,2,10,51.2,55.1,31.6,44,15.8,15.4,32,28.2,72.5,51.8,50.9,33.5,40.8,9.5,11,49.8,49.1,41,41.3,73.3,,,,2024,,,,-7.1,64.9,73.2
"James Madison",113.82861,104.07406,0.73697367539861,9–1,9,10,54.8,49.1,44.2,35.6,15.4,16.9,31.1,28,69,52.3,48.8,39.2,33,8.6,10.6,51.7,46.4,38.4,37.7,68.4,,,,2024,,,,1.2,69.6,75.2
Georgetown,111.00352257158,113.96832288284,0.42479398498644,1–9,1,10,48.3,61.4,30.3,38.8,16.7,14.6,32,26.7,66.4,44.1,62.7,36.6,39.9,7.1,12.1,48.5,61.5,38.6,43.6,66.8,,,,2024,,,,-4.1,70.5,71.7
"USC Upstate",98.60741367603,104.97755791435,0.32741463686264,4–6,4,10,51.5,48.7,29.4,42.9,16.9,18.9,21.1,34.9,68.9,53.4,50,32.5,30.8,9,9.6,46.1,41.6,40.2,34.4,69.6,,,,2024,,,,-4.7,66.3,68
"Morgan St.",96.612011777089,112.10371788712,0.15312528982685,5–5,5,10,47.8,47.6,36.9,40.6,18.8,18.1,30.4,36,70.5,52.3,45.4,22.5,35.2,9.9,7,45.4,48.4,23.8,29.6,70.5,,,,2024,,,,-4.4,79.4,66.9
"New Hampshire",94.318703185215,109.9527944213,0.14631834175535,3–7,3,10,45.2,55.2,27.2,28.9,17.3,17.3,23.7,21.6,71.1,47.5,56.5,28.4,35.6,6.2,16.8,42.1,52.5,46.7,41.4,71.3,,,,2024,,,,-5.5,76.8,68.9
"Iowa St.",111.28187,83.93179,0.96244650110396,9–1,9,10,49.7,45,30,29.9,14.5,25.2,26.6,31.5,65,48.5,49.1,34.8,26.3,11,11.6,57,55.4,33,43.5,65.6,,,,2024,,,,3.6,71.8,69.5
Vermont,102.39320736095,95.413581965043,0.69251286143516,9–1,9,10,49.5,44.3,36,31.9,14.6,17.2,22.2,24.2,67.1,50,45.8,32.7,28,13.7,14.8,54.9,41.2,44.1,38.1,64.2,,,,2024,,,,0.5,71.5,73.4
Purdue,128.36386480366,97.965982585856,0.9572157662966,8–2,8,10,56,47.3,40,23.6,16.5,12.9,39.6,25.3,65.9,52,48.3,42.8,30.2,9,7,71,46.5,32.8,33.8,66.9,,,,2024,,,,2.6,75.4,79
Drake,118.39798969072,102.78468175258,0.83565901865623,8–2,8,10,54.7,52.6,33.5,32.9,12.6,15.9,22.6,23.4,68.3,50,51.6,41.4,36.3,3.5,8.2,59.6,43.3,38.7,35.2,68.3,,,,2024,,,,0.9,77.1,72.8
"Mississippi St.",115.90559,98.72945,0.86348193716914,4–6,4,10,52.3,51.8,37.9,32,19.1,19.4,36.6,32.5,67.1,52.9,53.1,34.1,33.2,6.8,13.2,47.1,50.8,36,40.3,66.4,,,,2024,,,,-0.5,66.7,79.7
"Holy Cross",100.83676801964,123.20451994055,0.090797102806397,3–7,3,10,48.9,55.3,26.9,29.7,14.6,11.3,24.1,22.9,63.8,47.6,50.9,33.9,41.4,9.8,7.9,45.6,55.9,39.4,39.4,66.3,,,,2024,,,,-6.1,69.5,68.1
Houston,122.60136308962,88.571074928604,0.97677500494582,9–1,9,10,53.3,44.8,30.1,39.9,14.2,23.3,31.5,37.6,64.3,52.5,43.8,36.2,31,14,8.8,51.7,54.5,41.6,37.3,64.5,,,,2024,,,,4.2,71.6,74.3
Hampton,92.34102557714,107.7734878259,0.14464347972132,4–6,4,10,43.2,49.8,26.9,25.7,15.9,14.8,28.7,30.3,67.8,43.2,52,28.9,30.9,12.7,7.4,47.6,54.4,37.2,38.4,69.3,,,,2024,,,,-4.7,72.4,71.5
"Western Michigan",97.996352316785,110.37450560284,0.20295730441936,4–6,4,10,45.9,49.6,32.1,28.9,17.9,15.3,32.8,29.1,68,44.9,50.1,31.6,32.5,9.8,6.5,47,48.5,40.8,39.1,68.6,,,,2024,,,,-4.9,68.2,75.4
"New Mexico St.",101.53670868768,113.17632482951,0.22303684481994,3–7,3,10,48,52.4,27,35.1,15.2,13.7,25.1,31.2,65,48.2,51,31.7,36.4,10,8.2,42.3,52.3,35.3,38.7,64.4,,,,2024,,,,-5.2,57.9,71.5
"Ball St.",100.10486195158,107.89024569658,0.29706646857604,4–6,4,10,47.5,50.1,37.9,25,16.6,18.2,26.5,31,67.7,46.5,49.1,32.9,34.5,8,9.2,52.8,47.4,37,36.4,68.2,,,,2024,,,,-5,75.8,68.6
Milwaukee,108.81772836735,112.81217346939,0.39781566303397,8–2,8,10,52.3,49.1,38.8,30.6,17.3,14,37.4,29.6,71.3,55.9,50.5,30.6,31.1,10.3,9.7,53,55.8,36.2,37.9,71.9,,,,2024,,,,-1,75.2,71.1
Portland,107.44841761048,113.7083469058,0.34271962039884,4–6,4,10,49.7,56.6,26.4,14.4,13,10.4,22.9,26.9,64.7,46.8,52.7,35.6,41.3,4.1,9.8,52.3,53.8,43.6,42.5,65,,,,2024,,,,-2.9,73.2,75.8
Albany,107.44599394273,113.5862662752,0.34544910106578,2–8,2,10,52.2,53.1,20.9,40.8,14.7,16.8,27.5,29.4,73.5,51.9,56.6,35.2,30.3,7.3,11.2,39.3,45,39.9,31.4,72.2,,,,2024,,,,-6.6,75,75
"Washington St.",112.22676,97.11452,0.84067399772929,6–4,6,10,48.7,50.6,29.8,29.5,18.8,15.6,36.4,24.6,64.9,49.9,50.9,31,33.3,10.2,5.9,49.6,47.6,34.9,28.4,63.9,,,,2024,,,,0.3,73.1,67.3
"Tarleton St.",112.61309,105.70783,0.67430220087216,7–3,7,10,51.9,50.6,32.5,27.2,13.6,19.3,28.5,30.3,69.9,53.7,52.1,32,31.9,9.8,6.7,53,43.1,31.9,34.9,69,,,,2024,,,,-1.8,77.3,71.4
"San Francisco",114.39866089732,99.578401905643,0.83139648815526,5–5,5,10,53.7,51.3,21.6,40.2,13.7,16.9,24.5,27.6,66.2,53,50.3,36.4,35.4,8,6,54.3,51,39.2,35.6,66.3,,,,2024,,,,-1.2,73.8,71.4
Bucknell,97.32608524131,103.0189957326,0.34214879806294,5–5,5,10,50,45.2,26.6,30.6,17.6,16.8,26.1,28.9,62.9,52.3,48.2,31.7,27.1,10.5,12.1,51.9,59.1,48.5,39.5,64.8,,,,2024,,,,-4.2,65.5,66.9
Connecticut,129.8959019918,92.319916816121,0.98067696017411,9–1,9,10,56.3,44.5,28.2,26.5,13,13.7,33,25.4,65.6,59.1,43.5,34.5,30.9,14,8.2,66.3,41.9,38.7,35.3,65.9,,,,2024,,,,4.3,76.9,78.7
"Southern Indiana",100.51859715592,115.64521609279,0.16629461836554,2–8,2,10,47.3,49.4,41,53.1,16.6,16.9,26.1,30.6,69.1,46,50,32.9,32.2,8,11.8,44.2,49.6,38.3,37.4,69,,,,2024,,,,-7,75.8,77
"Florida Gulf Coast",102.65570532905,104.52223389206,0.44837969582676,5–5,5,10,54.1,49.2,22.6,26.7,16.2,16.6,26.8,28.5,65.5,53.8,50.1,36.4,31.9,11.6,7,42.6,51.6,37.9,41.5,64.2,,,,2024,,,,-4.1,73.6,71.2
"San Jose St.",100.42443943943,108.63073692421,0.28837052535284,1–9,1,10,48,56.1,19.1,35.6,16.2,16.5,18.2,29.7,64.9,48.7,53.4,31.3,40.2,7.1,8.8,53.6,67.2,38.6,40.2,66.5,,,,2024,,,,-5,73.6,70.6
"Utah Valley",100.40956990497,96.027503532644,0.62554767673474,7–3,7,10,49.4,44.2,24.3,29.9,17.5,17,32,24.9,67.3,50,43.8,31.7,30,13.7,6.7,58.2,62.6,23.6,30.9,67.1,,,,2024,,,,-1.7,63.7,71.3
Missouri,109.73556165537,107.52227843114,0.55831277103726,0–10,0,10,47.9,54,41.6,48.6,18.4,16.7,26.1,38.2,68.4,50.1,53.5,29.4,36.4,12.9,12.8,43.2,54,36.9,40.1,67.3,,,,2024,,,,-5.2,81.1,71
Cincinnati,113.36539,93.02332,0.90672678268024,6–4,6,10,51.4,47.5,21.5,33.5,16.4,18.4,31.8,26.9,67.7,52.2,44.2,33.6,35.5,12.2,9.3,50.9,55.6,41.7,37,67.9,,,,2024,,,,0.6,71.1,75.9
"South Dakota St.",110.72835636364,101.67992979798,0.72718267637569,8–2,8,10,57.6,50.1,31.6,22.6,15.6,15,21.1,21.3,65.8,57.5,51.1,38.5,32.6,8.1,6.7,45,45.1,42.5,47.1,66.5,,,,2024,,,,-0.2,74.4,72.5
"Boston University",103.73321372958,111.27953145062,0.30840976198128,7–3,7,10,51.5,51,33.8,37.7,17.1,17.7,28,26.8,64.2,50.2,49.1,35.7,35.9,13.3,9.1,58.8,48.7,40.5,40.4,65.7,,,,2024,,,,-2.5,80.7,64.9
"Air Force",107.02737506197,115.78483496161,0.28813421905402,1–9,1,10,52.3,57.8,25.4,45.9,17.9,16.3,21.6,34.2,61.5,54.5,59.3,33.3,36.4,9.7,13.3,57.4,43.8,49.7,32.3,61.4,,,,2024,,,,-5.2,67.4,77
"Texas Tech",114.5404,99.20869,0.83923847684051,5–5,5,10,49.6,50.5,35.8,31.7,17.9,15.4,28.7,29.9,68.9,50.3,53.6,32.4,30.1,4.2,9.2,56,48.1,42.8,36.7,69,,,,2024,,,,0.4,79.4,75.1
Bradley,109.26672204082,96.368474489796,0.80915776070771,6–4,6,10,52.4,44.5,28.6,37.5,17.8,16.8,25.4,27.6,66.8,52,43.7,35.3,30.5,13.5,7.9,47.2,46.7,40.5,40,67.3,,,,2024,,,,-1,80.4,73.7
Troy,108.57502997122,102.04058230937,0.67124354852178,6–4,6,10,50.9,49.7,42.2,41.8,19.4,21.8,33.7,33.3,71.2,51.8,48.3,33,35.2,8.4,10.5,45.2,42.6,38.3,32.2,71.1,,,,2024,,,,-2.6,75.7,72.5
Gonzaga,131.13059073019,101.42443491624,0.95045766880473,9–1,9,10,61.5,48.1,29.2,23.8,13,14.7,32.1,31.5,66.8,59.6,43.7,44.2,37.5,11.1,4.5,57.7,55.2,28.2,34.7,68,,,,2024,,,,2.8,77.2,68.2
"South Florida",115.33667,100.25464,0.83363809075236,7–3,7,10,53.1,47.8,41.1,37.3,15.5,17.7,27.5,32.9,69.6,51.1,47.2,37.1,32.5,9.2,8.5,58,47.8,43.7,38.5,69.2,,,,2024,,,,-0.4,75.5,67
Stonehill,93.825729519028,118.68831944644,0.062784184246085,2–8,2,10,49,54.3,24.1,25.5,18.1,16.1,24.9,27.3,65.9,52.9,50,29.8,39.8,7.8,12.2,58.3,58.2,47.3,43.8,66.5,,,,2024,,,,-7.5,69.6,69.2
"Loyola MD",93.347820485243,112.38077622226,0.10584113051204,3–7,3,10,44.7,52.7,30.8,34.3,17.4,15.8,30.2,21.9,63.9,41.8,54.7,32.9,32.8,5.7,10.3,52.8,51.6,38.6,36.2,65.9,,,,2024,,,,-6.4,67.4,72.1
Belmont,113.22242533552,96.165797991917,0.86734966389267,8–2,8,10,56.5,44.1,30.5,25.3,15.4,14.3,23,27,71.3,57,44.8,37.3,28.6,8.4,9,56.7,51,45.3,37.2,72.1,,,,2024,,,,-0.1,72.2,70.7
Siena,92.662916022347,115.15902403788,0.07589500148148,1–9,1,10,44.8,51,27.3,28.2,20.8,14.6,32,30.3,64.3,44.1,51.1,30.7,33.9,11,8.1,54.7,56.6,36.4,38.4,64.5,,,,2024,,,,-8,76.5,74.7
"Southern Utah",102.54723923436,111.57863016098,0.27474721625475,2–8,2,10,49.3,51.4,32.6,31.9,18,16.3,26.9,32.9,71.6,51.9,49.4,29.6,38.4,8.4,8.2,51.7,48.4,34.6,25.6,70,,,,2024,,,,-6.3,68,71.2
Pittsburgh,124.4065306365,100.20277503705,0.92330521313146,7–3,7,10,53.7,52,24.7,34.7,10.8,15.5,28,22.9,65,48.8,53.6,39.9,32.6,9.2,8.8,50.9,53,44.1,34.5,65,,,,2024,,,,1.6,74,77.8
Montana,110.51368,109.96647,0.51426708855895,7–3,7,10,58.5,47,33.2,35.1,17.8,12.5,23.7,31.6,66.1,59.9,47.8,37.6,30.2,6.4,6.3,51.9,36.1,40.2,32.8,66.7,,,,2024,,,,-2,79.5,71.4
"LIU Brooklyn",93.867930296472,108.44742840009,0.15971738624944,3–7,3,10,47.6,48.6,33.2,46.9,20,17.5,30.6,25,72.5,46,50.3,34.9,30.4,11,10.3,54.9,54.8,24.3,35.3,72.4,,,,2024,,,,-6.3,62.7,66.4
Massachusetts,110.96508707758,101.41809431794,0.73780424537195,6–4,6,10,49.5,48.7,32.7,35.9,16.7,16.2,34.1,29.1,65.9,51.6,49.6,30.9,31.6,7.4,9.6,55.4,56.1,40.6,37,66.7,,,,2024,,,,-1.4,70,72
"Mount St. Mary's",103.94961495837,110.0061726827,0.3427085956635,4–6,4,10,56.1,50.9,27.2,23.1,20.6,14.9,28,26.3,70.5,53.5,48.8,41.1,36,10.4,6.7,47.2,50.9,31.6,39.5,70.4,,,,2024,,,,-5.1,73.5,74.7
Bryant,101.91539115232,103.32260237836,0.46065609918336,6–4,6,10,51.9,46.3,29,29.1,16.5,16.3,23,28.3,74.4,53.3,44.4,32.9,33.2,15.6,7.5,48.8,43.7,35.2,36,73.8,,,,2024,,,,-2.8,70.2,73.2
Syracuse,120.10144093772,106.67895013115,0.79623029363817,6–4,6,10,56.5,56.6,35.2,26,14,19.4,19.3,33.5,70,56.4,55.8,37.8,38.8,7.9,6.4,48.1,51,31.7,35.9,69.9,,,,2024,,,,-0.2,73.5,81.3
"Jacksonville St.",103.40990302966,108.54146098205,0.36425063434458,3–7,3,10,46.7,54.4,42.4,32.1,19.2,17.6,34.9,22,67,44.6,50.7,34.9,40.6,9.9,7.4,46.2,50.4,26.8,35.9,66.2,,,,2024,,,,-5.5,69.1,72.1
"McNeese St.",111.298038268,98.029622900351,0.81150699933569,9–1,9,10,54.4,47.4,38.3,34.3,13,24.1,34.3,31.1,67.6,54.3,47.3,36.4,31.6,12.7,8.5,53.5,55.9,35.1,46.9,66.2,,,,2024,,,,0.2,70.2,71
Quinnipiac,106.38015038498,105.36106922618,0.52764594238702,5–5,5,10,51,48.1,24.6,30.1,16.9,18,32.5,28.1,69.1,49.8,45.3,35.6,35.4,8.6,11.7,52.3,47.5,32.9,35.6,70.2,,,,2024,,,,-4.1,74.8,76.4
"Rhode Island",103.30862222222,108.21317491228,0.36972511451076,2–8,2,10,49.8,53.2,38.6,29.2,17.6,14,26.1,27.7,69.5,50.7,55.1,32.2,33.7,9,13.2,47.6,57.7,35.4,41.9,69.3,,,,2024,,,,-5.6,69.1,66.9
"High Point",113.11044229266,106.36178844985,0.66983983438561,7–3,7,10,52.2,48.1,35.2,38.5,16.4,14.5,37,28.8,69,53.6,48.4,33.6,31.7,7.7,7.4,41.8,41.9,42,29.5,69.9,,,,2024,,,,-1.9,78.8,68.5
